id,destination,passanger,weather,temperature,time,coupon,expiration,gender,age,maritalStatus,has_children,education,occupation,income,car,Bar,CoffeeHouse,CarryAway,RestaurantLessThan20,Restaurant20To50,toCoupon_GEQ5min,toCoupon_GEQ15min,toCoupon_GEQ25min,direction_same,direction_opp
B78897,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,41,Single,0,Some college - no degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,never,1~3,1~3,never,1,0,0,0,1
B78999,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Male,36,Unmarried partner,1,Bachelors degree,Retired,$37500 - $49999,,1~3,4~8,4~8,1~3,1~3,1,1,0,0,1
B79133,No Urgent Place,Alone,Sunny,55,6PM,Coffee House,2h,Male,31,Single,1,Associates degree,Installation Maintenance & Repair,$37500 - $49999,,1~3,4~8,1~3,1~3,less1,1,0,0,0,1
B79381,Work,Alone,Sunny,80,7AM,Coffee House,2h,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,never,less1,gt8,1~3,never,1,1,0,1,0
B80488,Home,Alone,Sunny,80,10PM,Carry out & Take away,1d,Female,31,Unmarried partner,1,Bachelors degree,Sales & Related,$37500 - $49999,,1~3,less1,4~8,4~8,less1,1,0,0,1,0
B80580,Work,Alone,Rainy,55,7AM,Restaurant(<20),2h,Male,21,Unmarried partner,0,High School Graduate,Sales & Related,$37500 - $49999,,never,less1,4~8,4~8,less1,1,1,1,0,1
B81287,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Female,50plus,Married partner,1,Some college - no degree,Personal Care & Service,$87500 - $99999,,never,gt8,less1,1~3,less1,1,0,0,0,1
B81593,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,21,Single,1,Some college - no degree,Personal Care & Service,$25000 - $37499,,1~3,4~8,less1,never,never,1,0,0,0,1
B82437,Home,Alone,Sunny,80,10PM,Restaurant(20-50),1d,Female,21,Single,0,Associates degree,Sales & Related,$25000 - $37499,,4~8,1~3,4~8,1~3,less1,1,1,0,0,1
B82945,Home,Kid(s),Sunny,55,10PM,Restaurant(20-50),2h,Female,31,Married partner,1,Bachelors degree,Student,$37500 - $49999,,never,less1,gt8,4~8,less1,1,1,0,0,1
B83058,No Urgent Place,Partner,Sunny,80,10PM,Restaurant(<20),1d,Male,26,Married partner,0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,,less1,less1,1~3,1~3,less1,1,1,0,0,1
B83146,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,,never,never,1~3,1~3,1~3,1,0,0,0,1
B83722,Home,Alone,Sunny,80,6PM,Restaurant(<20),2h,Male,below21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,,less1,gt8,4~8,1~3,less1,1,0,0,1,0
B83966,Work,Alone,Sunny,55,7AM,Coffee House,2h,Male,21,Single,0,Bachelors degree,Architecture & Engineering,$62500 - $74999,,never,less1,4~8,4~8,less1,1,1,1,0,1
B84255,No Urgent Place,Alone,Sunny,80,2PM,Restaurant(<20),2h,Female,21,Single,0,Some college - no degree,Sales & Related,$12500 - $24999,,never,1~3,4~8,1~3,never,1,1,0,0,1
B85739,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,2h,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Management,$100000 or More,,less1,4~8,gt8,gt8,1~3,1,1,0,0,1
B85902,Home,Alone,Rainy,55,6PM,Bar,1d,Male,36,Single,0,Graduate degree (Masters or Doctorate),Unemployed,Less than $12500,,never,less1,less1,4~8,less1,1,1,1,0,1
B85973,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,,less1,less1,1~3,4~8,less1,1,1,0,0,1
B86028,Home,Alone,Sunny,80,6PM,Coffee House,2h,Male,50plus,Married partner,1,Some college - no degree,Computer & Mathematical,$37500 - $49999,,1~3,less1,4~8,1~3,1~3,1,0,0,0,1
B86164,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,26,Unmarried partner,0,Some college - no degree,Management,$37500 - $49999,,less1,less1,less1,1~3,less1,1,0,0,1,0
B86725,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Female,36,Divorced,1,Bachelors degree,Sales & Related,$12500 - $24999,,never,less1,1~3,less1,never,1,0,0,0,1
B87549,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Male,41,Married partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$37500 - $49999,,less1,less1,gt8,gt8,4~8,1,0,0,0,1
B88957,Home,Alone,Sunny,55,6PM,Coffee House,1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,,never,,less1,less1,never,1,1,0,1,0
B89019,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,26,Single,0,Bachelors degree,Computer & Mathematical,$50000 - $62499,,never,1~3,1~3,less1,less1,1,0,0,0,1
B89095,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,,never,never,1~3,1~3,never,1,1,0,0,1
B89366,No Urgent Place,Partner,Sunny,80,10AM,Coffee House,1d,Female,31,Unmarried partner,1,Bachelors degree,Management,$25000 - $37499,,4~8,less1,1~3,4~8,1~3,1,1,0,0,1
B89517,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(20-50),2h,Female,21,Married partner,1,Associates degree,Unemployed,$50000 - $62499,,never,1~3,1~3,1~3,1~3,1,1,0,0,1
B89530,Work,Alone,Sunny,30,7AM,Bar,1d,Male,21,Single,0,High School Graduate,Unemployed,Less than $12500,,4~8,gt8,less1,1~3,never,1,0,0,0,1
B89709,Work,Alone,Snowy,30,7AM,Bar,1d,Female,50plus,Married partner,1,High School Graduate,Sales & Related,$37500 - $49999,,never,gt8,4~8,1~3,less1,1,1,1,0,1
B89720,No Urgent Place,Friend(s),Sunny,55,2PM,Carry out & Take away,1d,Female,21,Single,0,Some college - no degree,Management,$25000 - $37499,,4~8,less1,gt8,1~3,1~3,1,1,0,0,1
B90460,No Urgent Place,Partner,Sunny,80,10AM,Restaurant(20-50),1d,Male,21,Unmarried partner,0,Some college - no degree,Student,$12500 - $24999,,4~8,1~3,4~8,4~8,1~3,1,0,0,0,1
B90620,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,41,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,less1,1~3,1~3,4~8,less1,1,1,0,0,1
B91618,Work,Alone,Sunny,55,7AM,Coffee House,1d,Female,21,Single,0,Some college - no degree,Student,$50000 - $62499,,never,never,never,gt8,less1,1,1,0,0,1
B92245,Work,Alone,Snowy,30,7AM,Coffee House,1d,Male,below21,Single,0,Some college - no degree,Student,Less than $12500,,never,gt8,gt8,gt8,less1,1,0,0,1,0
B92735,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,36,Unmarried partner,1,Bachelors degree,Retired,$37500 - $49999,,1~3,4~8,4~8,1~3,1~3,1,0,0,0,1
B93225,Home,Kid(s),Sunny,30,6PM,Bar,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$100000 or More,,never,less1,4~8,1~3,1~3,1,1,0,0,1
B93639,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Retired,$87500 - $99999,,never,less1,less1,1~3,less1,1,0,0,0,1
B94115,No Urgent Place,Alone,Sunny,80,10AM,Bar,1d,Male,26,Single,0,Associates degree,Unemployed,Less than $12500,,less1,less1,1~3,less1,less1,1,0,0,0,1
B94785,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,26,Single,0,Some college - no degree,Computer & Mathematical,$87500 - $99999,,,,,,,1,0,0,0,1
B94873,Home,Alone,Sunny,80,10PM,Bar,1d,Female,46,Single,0,Some college - no degree,Protective Service,$25000 - $37499,,1~3,never,4~8,1~3,1~3,1,1,0,1,0
B94927,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),1d,Female,31,Single,1,Bachelors degree,Production Occupations,$37500 - $49999,,less1,less1,4~8,,less1,1,1,0,0,1
B95203,Home,Alone,Sunny,80,10PM,Bar,1d,Male,21,Single,1,Bachelors degree,Student,$25000 - $37499,,4~8,4~8,4~8,1~3,never,1,1,0,1,0
B95277,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Legal,$87500 - $99999,,1~3,never,less1,less1,less1,1,0,0,1,0
B95521,Home,Alone,Snowy,30,10PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Unemployed,$25000 - $37499,,1~3,never,1~3,4~8,1~3,1,1,0,0,1
B96193,Work,Alone,Rainy,55,7AM,Carry out & Take away,2h,Female,31,Married partner,1,Associates degree,Student,$87500 - $99999,,never,4~8,4~8,less1,less1,1,1,0,1,0
B96705,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Female,26,Single,0,Bachelors degree,Unemployed,Less than $12500,,4~8,1~3,gt8,4~8,1~3,1,1,0,0,1
B97571,Work,Alone,Snowy,30,7AM,Bar,1d,Female,41,Married partner,1,Some college - no degree,Education&Training&Library,$100000 or More,,never,gt8,gt8,gt8,4~8,1,1,1,0,1
B98117,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Married partner,1,Graduate degree (Masters or Doctorate),Unemployed,$62500 - $74999,,never,less1,1~3,less1,less1,1,1,0,0,1
B98514,No Urgent Place,Kid(s),Sunny,80,10AM,Carry out & Take away,2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$87500 - $99999,Mazda5,never,less1,1~3,1~3,less1,1,1,0,0,1
B98645,Work,Alone,Snowy,30,7AM,Restaurant(<20),1d,Male,26,Single,0,Bachelors degree,Student,$12500 - $24999,,less1,gt8,gt8,gt8,less1,1,1,0,0,1
B99029,Home,Alone,Sunny,30,6PM,Carry out & Take away,2h,Female,36,Single,1,Some college - no degree,Healthcare Practitioners & Technical,$12500 - $24999,,never,less1,gt8,4~8,less1,1,1,0,1,0
B99164,Work,Alone,Sunny,80,7AM,Coffee House,1d,Male,21,Single,0,Bachelors degree,Unemployed,$100000 or More,,4~8,less1,1~3,4~8,1~3,1,0,0,1,0
C00811,Home,Alone,Sunny,80,10PM,Bar,1d,Male,21,Single,0,Some college - no degree,Student,$100000 or More,,less1,1~3,1~3,1~3,less1,1,1,0,1,0
C01176,Home,Alone,Sunny,80,6PM,Coffee House,2h,Female,21,Single,0,High School Graduate,Unemployed,$100000 or More,,never,never,less1,never,never,1,1,1,0,1
C01631,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Female,21,Unmarried partner,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,1~3,1~3,less1,1~3,never,1,0,0,1,0
C01778,No Urgent Place,Friend(s),Sunny,80,10AM,Bar,1d,Male,36,Single,0,Bachelors degree,Business & Financial,$100000 or More,,less1,1~3,gt8,gt8,1~3,1,0,0,0,1
C01896,Home,Alone,Rainy,55,10PM,Coffee House,2h,Male,21,Single,0,Some college - no degree,Student,Less than $12500,,4~8,1~3,4~8,1~3,less1,1,0,0,1,0
C02121,No Urgent Place,Friend(s),Sunny,80,6PM,Coffee House,2h,Male,36,Single,0,Some college - no degree,Sales & Related,$50000 - $62499,,never,never,less1,4~8,less1,1,0,0,0,1
C02660,No Urgent Place,Partner,Sunny,80,6PM,Restaurant(<20),2h,Male,21,Married partner,0,Bachelors degree,Architecture & Engineering,$75000 - $87499,,less1,less1,1~3,4~8,less1,1,0,0,0,1
C03032,No Urgent Place,Alone,Snowy,30,2PM,Bar,1d,Male,26,Single,0,Some college - no degree,Unemployed,$87500 - $99999,,never,1~3,4~8,less1,never,1,0,0,0,1
C03120,No Urgent Place,Friend(s),Sunny,30,10PM,Restaurant(<20),2h,Male,21,Unmarried partner,0,Some college - no degree,Sales & Related,$50000 - $62499,,less1,never,1~3,4~8,1~3,1,0,0,0,1
C03888,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Female,26,Married partner,1,Bachelors degree,Arts Design Entertainment Sports & Media,$50000 - $62499,,never,never,less1,less1,less1,1,1,0,0,1
C04595,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Female,36,Married partner,1,Graduate degree (Masters or Doctorate),Business & Financial,$100000 or More,,never,4~8,1~3,4~8,1~3,1,0,0,1,0
C05489,Home,Alone,Sunny,80,6PM,Coffee House,1d,Male,31,Single,0,High School Graduate,Unemployed,$12500 - $24999,,never,never,1~3,1~3,1~3,1,0,0,1,0
C06034,Home,Alone,Rainy,55,10PM,Coffee House,2h,Female,36,Married partner,1,Bachelors degree,Education&Training&Library,$37500 - $49999,,less1,,1~3,1~3,1~3,1,0,0,1,0
C08830,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Female,41,Married partner,1,Graduate degree (Masters or Doctorate),Computer & Mathematical,$75000 - $87499,,less1,4~8,gt8,1~3,less1,1,1,0,1,0
C10144,Work,Alone,Sunny,80,7AM,Restaurant(<20),1d,Male,21,Single,0,Bachelors degree,Protective Service,$25000 - $37499,,never,never,gt8,less1,less1,1,0,0,0,1
C10225,Work,Alone,Sunny,80,7AM,Carry out & Take away,2h,Male,21,Single,0,Some college - no degree,Student,$100000 or More,,less1,less1,1~3,less1,never,1,0,0,1,0
C10993,Home,Partner,Sunny,30,10PM,Carry out & Take away,2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,1,0,0,1
C11432,No Urgent Place,Kid(s),Sunny,80,10AM,Bar,2h,Female,21,Married partner,1,Some college - no degree,Unemployed,$87500 - $99999,,less1,1~3,1~3,4~8,4~8,1,1,0,0,1
C11449,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,below21,Single,0,Some college - no degree,Healthcare Support,Less than $12500,,never,1~3,less1,4~8,less1,1,1,0,0,1
C11860,No Urgent Place,Alone,Sunny,80,10PM,Restaurant(<20),1d,Male,31,Unmarried partner,0,Bachelors degree,Sales & Related,$12500 - $24999,,never,less1,1~3,1~3,never,1,0,0,0,1
C12120,No Urgent Place,Friend(s),Snowy,30,10PM,Carry out & Take away,1d,Male,26,Married partner,0,Associates degree,Building & Grounds Cleaning & Maintenance,$37500 - $49999,,less1,less1,1~3,1~3,less1,1,1,0,0,1
C12316,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,High School Graduate,Student,$37500 - $49999,,never,1~3,1~3,4~8,never,1,1,0,0,1
C13669,No Urgent Place,Alone,Sunny,55,2PM,Restaurant(<20),1d,Female,26,Single,0,Bachelors degree,Education&Training&Library,$25000 - $37499,,never,1~3,less1,1~3,less1,1,0,0,0,1
C13917,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Married partner,1,Bachelors degree,Sales & Related,$50000 - $62499,,4~8,4~8,1~3,1~3,less1,1,1,0,0,1
C14836,No Urgent Place,Alone,Sunny,55,10AM,Coffee House,2h,Male,31,Single,1,High School Graduate,Management,$50000 - $62499,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1
C15312,No Urgent Place,Alone,Sunny,55,10PM,Restaurant(20-50),1d,Male,36,Married partner,1,Associates degree,Management,$87500 - $99999,,never,,less1,less1,never,1,0,0,0,1
C15325,No Urgent Place,Friend(s),Sunny,55,2PM,Coffee House,2h,Female,26,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,never,never,1~3,less1,less1,1,0,0,0,1
C15582,Home,Alone,Snowy,30,10PM,Restaurant(20-50),2h,Male,46,Married partner,1,Graduate degree (Masters or Doctorate),Management,$87500 - $99999,,less1,1~3,1~3,less1,1~3,1,0,0,0,1
C15847,Home,Alone,Sunny,80,6PM,Carry out & Take away,2h,Male,21,Single,0,Bachelors degree,Student,$25000 - $37499,,1~3,4~8,1~3,1~3,less1,1,1,0,1,0
C16439,Home,Alone,Sunny,55,6PM,Bar,2h,Female,31,Married partner,0,Some college - no degree,Arts Design Entertainment Sports & Media,$100000 or More,,less1,less1,gt8,4~8,1~3,1,1,0,1,0
C16571,Home,Alone,Rainy,55,6PM,Bar,1d,Female,21,Single,0,High School Graduate,Unemployed,Less than $12500,,1~3,4~8,gt8,gt8,4~8,1,1,1,0,1
C16580,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,0,0,1
C16583,Work,Alone,Sunny,80,7AM,Carry out & Take away,1d,Female,36,Single,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$37500 - $49999,,less1,never,4~8,1~3,less1,1,1,1,0,1
C17366,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,50plus,Divorced,0,Graduate degree (Masters or Doctorate),Retired,$37500 - $49999,,never,never,4~8,1~3,never,1,1,0,0,1
C17650,Home,Alone,Sunny,80,6PM,Coffee House,1d,Female,41,Single,1,Some college - no degree,Business & Financial,$12500 - $24999,,never,less1,less1,less1,never,1,0,0,0,1
C17769,Work,Alone,Sunny,80,7AM,Restaurant(20-50),2h,Male,26,Single,0,Some college - no degree,Unemployed,$100000 or More,,1~3,never,4~8,1~3,less1,1,0,0,1,0
C17947,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,41,Married partner,1,Bachelors degree,Management,$62500 - $74999,,1~3,4~8,4~8,4~8,1~3,1,1,1,0,1
C18076,Home,Alone,Sunny,80,10PM,Restaurant(<20),2h,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,,1~3,gt8,4~8,gt8,1~3,1,0,0,1,0
C18859,Home,Alone,Sunny,55,6PM,Restaurant(20-50),1d,Male,41,Married partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,1~3,less1,1~3,1~3,less1,1,1,0,0,1
C19881,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Married partner,1,Bachelors degree,Computer & Mathematical,$100000 or More,,1~3,gt8,4~8,gt8,4~8,1,1,0,0,1
C20039,No Urgent Place,Alone,Rainy,55,10AM,Coffee House,1d,Male,21,Unmarried partner,0,Some college - no degree,Student,Less than $12500,,less1,1~3,4~8,4~8,1~3,1,1,0,0,1
C20180,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,46,Single,1,Some college - no degree,Sales & Related,$37500 - $49999,,never,less1,1~3,1~3,1~3,1,1,0,0,1
C20280,No Urgent Place,Friend(s),Sunny,80,10AM,Coffee House,2h,Male,21,Unmarried partner,0,Bachelors degree,Student,Less than $12500,,1~3,less1,4~8,1~3,less1,1,1,0,0,1
C20641,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,26,Married partner,0,Bachelors degree,Life Physical Social Science,$37500 - $49999,,less1,1~3,1~3,1~3,less1,1,1,0,0,1
C20706,Work,Alone,Snowy,30,7AM,Restaurant(20-50),1d,Female,31,Married partner,0,Some college - no degree,Computer & Mathematical,$100000 or More,,less1,less1,gt8,4~8,less1,1,1,1,0,1
C20790,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Female,31,Married partner,0,Some college - no degree,Unemployed,$50000 - $62499,,never,never,1~3,gt8,1~3,1,1,0,0,1
C20845,No Urgent Place,Friend(s),Sunny,55,10PM,Bar,2h,Female,26,Unmarried partner,1,Some college - no degree,Computer & Mathematical,$50000 - $62499,,4~8,gt8,1~3,1~3,1~3,1,1,0,0,1
C20994,No Urgent Place,Partner,Sunny,80,6PM,Bar,1d,Male,26,Unmarried partner,0,Some college - no degree,Computer & Mathematical,$50000 - $62499,,,,,,,1,1,0,0,1
C21087,No Urgent Place,Friend(s),Sunny,80,10AM,Carry out & Take away,2h,Female,50plus,Married partner,1,Bachelors degree,Retired,$50000 - $62499,,never,less1,4~8,1~3,less1,1,1,0,0,1
X21157,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Male,26,Single,0,High School Graduate,Unemployed,$37500 - $49999,,gt8,gt8,gt8,gt8,gt8,1,0,0,0,1
C21479,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,21,Unmarried partner,0,Some college - no degree,Unemployed,$87500 - $99999,,1~3,gt8,4~8,4~8,less1,1,0,0,0,1
C21941,Home,Partner,Sunny,30,10PM,Restaurant(<20),1d,Female,26,Unmarried partner,0,Graduate degree (Masters or Doctorate),Computer & Mathematical,$62500 - $74999,,1~3,less1,1~3,4~8,1~3,1,0,0,1,0
C22158,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Male,21,Single,0,Bachelors degree,Sales & Related,$12500 - $24999,,1~3,less1,1~3,1~3,less1,1,1,0,0,1
C22171,Work,Alone,Sunny,80,7AM,Restaurant(20-50),1d,Female,31,Unmarried partner,1,Associates degree,Education&Training&Library,$50000 - $62499,,never,never,4~8,,never,1,1,0,0,1
C22545,No Urgent Place,Alone,Sunny,80,10AM,Coffee House,1d,Female,50plus,Single,1,Bachelors degree,Office & Administrative Support,$37500 - $49999,,less1,4~8,1~3,1~3,1~3,1,0,0,0,1
C22799,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,26,Married partner,1,Bachelors degree,Architecture & Engineering,$37500 - $49999,,never,1~3,1~3,1~3,less1,1,1,0,0,1
C22816,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Married partner,1,Bachelors degree,Education&Training&Library,$50000 - $62499,,never,never,less1,less1,less1,1,1,0,0,1
C23104,No Urgent Place,Friend(s),Sunny,80,2PM,Restaurant(<20),2h,Male,31,Married partner,1,Graduate degree (Masters or Doctorate),Education&Training&Library,$25000 - $37499,,never,1~3,4~8,4~8,less1,1,1,0,0,1
C23210,No Urgent Place,Kid(s),Sunny,55,2PM,Coffee House,1d,Female,21,Married partner,1,Some college - no degree,Student,$12500 - $24999,,1~3,1~3,4~8,4~8,never,1,1,0,0,1
C23987,No Urgent Place,Kid(s),Sunny,80,10AM,Restaurant(<20),2h,Male,50plus,Married partner,1,Associates degree,Management,$12500 - $24999,,4~8,4~8,4~8,gt8,gt8,1,1,0,0,1
C24994,Work,Alone,Rainy,55,7AM,Carry out & Take away,1d,Male,21,Single,0,Some college - no degree,Student,Less than $12500,,4~8,1~3,4~8,1~3,less1,1,0,0,0,1
C25086,Work,Alone,Sunny,55,7AM,Coffee House,2h,Female,50plus,Widowed,1,High School Graduate,Retired,$12500 - $24999,,never,less1,1~3,4~8,less1,1,1,1,0,1
C25362,No Urgent Place,Alone,Rainy,55,10AM,Bar,1d,Male,31,Married partner,1,Bachelors degree,Business & Financial,$100000 or More,,less1,never,4~8,gt8,less1,1,1,0,0,1
C25642,No Urgent Place,Friend(s),Sunny,80,6PM,Restaurant(<20),2h,Female,26,Married partner,0,High School Graduate,Arts Design Entertainment Sports & Media,$75000 - $87499,,gt8,never,1~3,less1,less1,1,1,0,0,1
C25999,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Unmarried partner,0,Bachelors degree,Management,$87500 - $99999,,1~3,1~3,1~3,1~3,1~3,1,1,0,0,1
C26074,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Male,50plus,Married partner,1,High School Graduate,Retired,$50000 - $62499,,never,1~3,4~8,gt8,gt8,1,1,0,0,1
C26103,No Urgent Place,Kid(s),Sunny,55,2PM,Restaurant(<20),1d,Male,36,Married partner,1,Some college - no degree,Management,$75000 - $87499,,1~3,1~3,1~3,4~8,less1,1,1,0,0,1
C26963,No Urgent Place,Kid(s),Sunny,55,6PM,Restaurant(<20),2h,Male,31,Married partner,1,Bachelors degree,Computer & Mathematical,$75000 - $87499,,1~3,never,less1,less1,less1,1,1,0,0,1
C27081,No Urgent Place,Friend(s),Sunny,80,2PM,Coffee House,1d,Female,21,Single,0,Bachelors degree,Arts Design Entertainment Sports & Media,$12500 - $24999,,4~8,4~8,4~8,4~8,less1,1,1,0,0,1
C27470,Home,Alone,Snowy,30,10PM,Restaurant(<20),2h,Female,26,Married partner,1,Some college - no degree,Unemployed,$25000 - $37499,,never,never,1~3,less1,never,1,1,1,0,1
